,nome,ratio,genero_real,genero_predito_SVM,genero_predito_CNN,genero_predito_BiLSTM
79553,valdei,0.8974480151228733,M,M,1,1
87356,raquiela,1.0,F,F,1,1
61789,natiana,1.0,F,F,1,1
21447,edileine,1.0,F,F,0,1
48745,kayra,1.0,F,F,1,1
39028,isabell,1.0,F,M,1,1
15328,dalimar,1.0,F,M,0,1
3738,alecxandro,1.0,M,M,1,1
71430,rosenite,1.0,F,F,1,1
23631,elidir,0.5471698113207547,M,M,0,1
13503,clenecir,1.0,F,F,0,1
74022,sheilane,1.0,F,F,1,1
9599,bercho,1.0,M,M,1,1
67460,radiane,1.0,F,F,1,1
55689,maclei,0.9148936170212766,M,M,0,1
44405,jody,1.0,M,M,1,1
97657,leonldo,1.0,M,M,1,1
65520,orgelio,1.0,M,M,1,1
83528,werbete,1.0,M,M,1,1
41518,janedson,1.0,M,M,1,1
30055,fredmar,1.0,M,M,0,1
85343,zemiro,1.0,M,M,1,1
99775,tochico,1.0,F,F,1,1
85868,anesita,1.0,F,F,1,1
60300,modestina,1.0,F,F,1,1
70700,ronadja,1.0,F,F,1,1
76731,talmaturgo,1.0,M,M,1,1
23846,elilza,1.0,F,F,0,1
48133,kane,1.0,F,F,1,1
10941,castorina,1.0,F,F,1,1
92133,melc,1.0,M,M,1,1
86776,noecir,0.589041095890411,M,F,0,1
16577,deiseli,1.0,F,F,1,1
18774,dilcele,1.0,F,F,1,1
44863,jolena,1.0,F,F,1,1
77052,tarso,1.0,M,M,1,1
38117,inaria,1.0,F,F,1,1
83020,watson,1.0,M,M,1,1
7450,arislandia,1.0,F,F,1,1
42381,jece,0.911042944785276,M,F,1,1
58874,megi,1.0,F,F,1,1
97388,estla,1.0,F,F,1,1
31764,gesiano,1.0,M,M,1,1
78972,uerlan,1.0,M,M,1,1
15487,dalzenir,1.0,F,F,0,1
6298,angelir,1.0,F,F,1,1
29419,franchesco,1.0,M,M,1,1
95378,jelida,1.0,F,F,0,1
94083,niamara,1.0,F,F,1,1
32174,gidenor,1.0,M,M,1,1
59632,mikaio,1.0,M,M,1,1
48614,kattlen,1.0,F,F,1,1
85959,elmut,1.0,M,M,0,1
39355,ismeralda,1.0,F,F,1,1
36576,hosanira,1.0,F,F,1,1
37502,iggor,1.0,M,M,1,1
52495,lewi,1.0,M,M,0,1
53981,lorici,0.7941176470588235,F,F,0,1
96407,neulice,1.0,F,F,1,1
4054,alexya,1.0,F,F,1,1
72831,salviane,1.0,F,F,1,1
8849,auzemar,1.0,M,M,1,1
58536,mauruzan,1.0,M,M,0,1
67332,querina,1.0,F,F,0,1
65524,orialdo,1.0,M,M,1,1
29754,francisclei,1.0,M,M,1,1
62821,neto,0.9905331340308918,M,M,1,1
69558,rick,0.9897610921501706,M,M,0,1
35706,herbes,1.0,M,M,1,1
95090,emauel,1.0,M,M,1,1
98344,dilsineia,1.0,F,F,1,1
75738,suany,1.0,F,F,1,1
61691,natany,1.0,F,F,1,1
55549,mabeli,1.0,F,F,0,1
21693,edinez,1.0,F,M,0,1
39063,isafran,1.0,F,M,1,1
90780,almiracir,1.0,F,F,0,1
32240,gilberg,1.0,M,M,1,1
91624,jaksiane,1.0,F,F,0,1
9202,baldino,1.0,M,M,1,1
66267,oudair,1.0,M,M,0,1
53123,linderberg,1.0,M,M,1,1
17440,deoclides,0.9747081712062255,M,M,1,1
32569,gillis,1.0,M,M,1,1
1889,adroir,1.0,M,M,0,1
14347,cori,0.7252747252747253,M,M,1,1
22731,eilan,1.0,M,M,1,1
52810,lidney,1.0,M,M,1,1
62983,neusilene,1.0,F,F,0,1
15234,dalberon,1.0,M,M,1,1
86048,kaetano,1.0,M,M,1,1
95770,jhonatar,1.0,M,M,1,1
45545,joseilma,1.0,F,F,1,1
74197,siana,1.0,F,F,1,1
33447,glaucijane,1.0,F,F,0,1
14246,clyton,1.0,M,M,1,1
38227,ingara,1.0,F,F,1,1
64249,nosor,1.0,M,M,1,1
89289,jeremia,1.0,M,F,0,1
70652,romilto,1.0,M,M,1,1
19670,djani,0.7586206896551724,F,F,1,1
68169,ranniele,1.0,F,F,0,1
58527,maurize,1.0,F,F,0,1
25378,endriu,1.0,M,M,1,1
78313,tiano,1.0,M,M,1,1
86274,elielmar,1.0,F,M,0,1
76042,sumaya,1.0,F,F,1,1
8593,aurelina,0.9957451573172096,F,F,1,1
34965,hayalla,1.0,F,F,1,1
62285,neirian,1.0,F,F,1,1
24651,eloine,1.0,F,F,0,1
74358,sidival,1.0,M,M,1,1
80483,valterlania,1.0,F,F,1,1
79610,valdelice,0.9871949261400128,F,F,0,1
23756,eliette,1.0,F,F,0,1
97928,donatan,1.0,M,M,1,1
58314,materson,1.0,M,M,1,1
76278,suzzy,1.0,F,F,1,1
23814,elijan,1.0,M,M,0,1
59171,menira,1.0,F,F,0,1
8549,auliria,1.0,F,F,0,1
44444,joedma,1.0,F,F,1,1
36862,ianco,1.0,M,M,1,1
16356,deandra,1.0,F,F,1,1
12419,clareana,1.0,F,F,0,1
95096,soliria,1.0,F,F,0,1
31133,genuir,1.0,M,M,1,1
78610,tude,1.0,M,M,1,1
48960,keliana,1.0,F,F,1,1
42397,jecielma,1.0,F,F,0,1
54763,luclecio,1.0,M,M,1,1
16833,delcimara,1.0,F,F,0,1
18135,deviton,1.0,M,M,1,1
61394,naoto,1.0,M,M,1,1
74674,silvanede,1.0,F,F,1,1
88369,renai,1.0,F,M,1,1
73158,sanielly,1.0,F,F,0,1
12862,claudistone,1.0,M,M,1,1
41657,janiete,1.0,F,F,0,1
69294,reyner,1.0,M,M,1,1
7069,arcy,0.7089552238805971,M,M,1,1
64412,oceliano,1.0,M,M,0,1
57005,maricela,1.0,F,F,1,1
61472,naria,1.0,F,F,1,1
55760,madyson,1.0,M,M,1,1
70539,romaiana,1.0,F,F,1,1
60554,mozair,1.0,M,M,0,1
70457,rogester,1.0,M,M,1,1
89141,soe,1.0,F,F,1,1
33771,gleize,1.0,F,F,0,1
36607,hoziel,1.0,M,M,0,1
15252,dalcidio,1.0,M,M,1,1
76960,tarciene,1.0,F,F,1,1
55537,lyvian,1.0,F,F,1,1
88522,carmeita,1.0,F,F,1,1
40441,jaceane,1.0,F,F,1,1
14647,crisleide,1.0,F,F,1,1
70200,robimar,1.0,M,M,0,1
45595,joselem,0.6078431372549019,F,F,1,1
64236,noroel,1.0,M,M,1,1
19452,diselma,1.0,F,F,1,1
61413,naraisa,1.0,F,F,1,1
97075,netaly,1.0,F,F,1,1
93182,eilon,1.0,M,M,1,1
82466,waldivino,1.0,M,M,0,1
63654,nilzangela,1.0,F,F,1,1
11851,cian,1.0,M,M,1,1
67903,ralisson,1.0,M,M,1,1
65982,osmanil,1.0,M,M,1,1
42920,jeremias,0.9938294232649072,M,M,0,1
77536,teresino,1.0,M,M,1,1
78773,uberlandia,1.0,F,F,1,1
37147,ideilda,1.0,F,F,1,1
42748,jenilda,1.0,F,F,1,1
57154,maril,0.5342465753424658,F,M,1,1
93797,sidglei,1.0,M,M,1,1
3511,aldevio,1.0,M,M,1,1
60396,monielen,1.0,F,F,0,1
66633,patricia,0.9969514089612382,F,F,0,1
96882,dyeisson,1.0,M,M,1,1
35996,hervecio,1.0,M,M,1,1
49371,keslei,0.7205240174672489,M,M,1,1
27602,euridece,0.9373134328358208,F,F,1,1
42225,jaul,1.0,M,M,0,1
23754,elieton,1.0,M,M,1,1
22444,edvaldi,1.0,M,M,1,1
18161,deydiane,1.0,F,F,1,1
64607,odemil,1.0,M,M,0,1
77638,thafini,1.0,F,F,1,1
85643,zimar,0.5939849624060151,F,M,1,1
507,adaliene,1.0,F,F,1,1
75815,suelha,1.0,F,F,1,1
33508,glauro,1.0,M,M,1,1
44097,jocasta,0.988480526604498,F,F,1,1
90153,joberty,1.0,M,M,0,1
46485,jozelma,1.0,F,F,1,1
70756,ronderson,1.0,M,M,1,1
50829,laucinete,1.0,F,F,1,1
49668,kevson,1.0,M,M,1,1
32116,gibram,1.0,M,M,1,1
55580,macdowell,1.0,M,M,1,1
63972,nobuko,1.0,F,F,1,1
44861,jolcir,1.0,M,M,0,1
37834,ilidia,1.0,F,F,1,1
9809,biannca,1.0,F,F,1,1
69893,riti,0.6140350877192983,F,F,1,1
24928,elysama,1.0,F,F,1,1
79478,valclei,1.0,M,M,0,1
78492,tomoe,1.0,F,M,1,1
71352,rosemi,0.7674943566591422,F,F,1,1
97386,welghton,1.0,M,M,1,1
31658,gersivania,1.0,F,F,1,1
77596,tetis,1.0,F,F,1,1
98563,danikeli,1.0,F,F,0,1
51439,ledivania,1.0,F,F,1,1
36067,heverton,1.0,M,M,1,1
3246,aldagisa,1.0,F,F,1,1
2489,ainoam,1.0,F,M,1,1
72123,rubeilton,1.0,M,M,1,1
2592,akacio,1.0,M,M,1,1
94266,alailsom,1.0,M,M,1,1
98591,dimaz,1.0,M,M,1,1
61827,naton,1.0,M,M,1,1
67359,quessia,1.0,F,F,1,1
27692,eusi,0.7937219730941704,F,F,1,1
49845,kimber,1.0,F,M,0,1
47473,juruna,1.0,M,F,1,1
55787,maely,0.9781277340332458,F,F,1,1
70340,rodine,1.0,M,F,1,1
17021,delorges,1.0,M,F,1,1
63013,neuzabete,1.0,F,F,1,1
72085,rozita,1.0,F,F,0,1
3217,alcita,1.0,F,F,0,1
12588,claudelicia,1.0,F,F,1,1
62984,neusilia,1.0,F,F,1,1
46381,joverlan,1.0,M,M,0,1
30908,generina,1.0,F,F,1,1
60890,nadiva,1.0,F,F,1,1
93525,riyan,1.0,M,M,1,1
16840,delcineide,1.0,F,F,0,1
80308,valmocir,1.0,M,M,0,1
44194,jocerlan,1.0,M,M,1,1
53577,lival,1.0,M,M,1,1
63842,niuton,1.0,M,M,1,1
21063,edenildes,1.0,F,F,1,1
87410,keithe,1.0,F,F,1,1
35490,heloizo,1.0,M,M,1,1
84725,yasmyn,1.0,F,F,1,1
29566,francileudo,1.0,M,M,1,1
27737,eutino,1.0,M,M,1,1
87759,raymisson,1.0,M,M,1,1
13881,cleuneide,1.0,F,F,1,1
36584,hosman,1.0,M,M,1,1
72492,rutilene,1.0,F,F,1,1
47723,juvani,0.553133514986376,F,F,1,1
70801,roneis,1.0,M,M,1,1
47097,juliclecia,1.0,F,F,0,1
40243,izanara,1.0,F,F,1,1
70123,roberlandio,1.0,M,M,0,1
33513,glauson,1.0,M,M,1,1
21337,ediga,1.0,M,F,1,1
43415,jhenneffer,1.0,F,F,1,1
29867,francualdo,1.0,M,M,1,1
83378,welyngton,1.0,M,M,1,1
95767,eusimara,1.0,F,F,1,1
13868,cleudy,1.0,F,F,1,1
16804,delbia,1.0,F,F,0,1
35984,hertez,1.0,M,M,1,1
58570,maxiana,1.0,F,F,1,1
24899,elvo,1.0,M,M,1,1
61844,natyara,1.0,F,F,1,1
22300,edoilson,1.0,M,M,0,1
35058,heda,1.0,F,F,1,1
75291,solan,1.0,M,M,1,1
38307,inilson,1.0,M,M,1,1
96049,kelori,1.0,F,F,1,1
15407,dalti,0.7757009345794392,F,M,0,1
62109,neder,1.0,M,M,1,1
4522,alne,1.0,F,F,1,1
54428,lucicle,1.0,F,F,0,1
26253,eristania,1.0,F,F,1,1
96332,agnalo,1.0,M,M,1,1
86912,melkzedec,1.0,M,M,1,1
47,abegail,1.0,F,M,1,1
6352,angria,1.0,F,F,1,1
7002,arcanjo,0.9775357385976856,M,M,1,1
89641,jacelaine,1.0,F,F,0,1
6727,antonilsa,1.0,F,F,1,1
21185,edfrank,1.0,M,M,1,1
35945,hero,1.0,M,M,1,1
13975,clevani,1.0,F,F,0,1
47154,julimara,1.0,F,F,1,1
55582,macedo,0.910958904109589,M,M,1,1
30508,geigiane,1.0,F,F,1,1
14073,clidia,1.0,F,F,1,1
25275,emylaine,1.0,F,F,1,1
4206,aliete,0.9947089947089948,F,F,1,1
99624,jessicar,1.0,F,M,1,1
26667,erton,1.0,M,M,1,1
6759,antonivaldo,1.0,M,M,1,1
90424,rosaira,1.0,F,F,1,1
22080,edmarcio,1.0,M,M,1,1
98964,joalissom,1.0,M,M,1,1
39116,isami,0.5686274509803921,M,F,1,1
61265,naldiceia,1.0,F,F,1,1
14066,clicio,1.0,M,M,0,1
69722,rimer,1.0,M,M,0,1
45336,jorleane,1.0,F,F,1,1
87977,hossana,1.0,F,F,1,1
51533,leidiara,1.0,F,F,1,1
40456,jaceni,0.8113207547169812,F,F,0,1
63521,nildson,1.0,M,M,1,1
28379,ezane,1.0,F,F,1,1
80813,vandilce,1.0,F,F,1,1
5305,amineres,1.0,F,M,1,1
38464,iraceia,1.0,F,F,1,1
44062,jobel,1.0,M,M,0,1
49277,kerlania,1.0,F,F,1,1
88858,hanorato,1.0,M,M,1,1
58047,marsele,1.0,F,F,1,1
6609,anor,1.0,M,M,1,1
21250,edicea,1.0,F,F,0,1
20859,edco,1.0,M,M,1,1
71464,rosevani,1.0,F,F,1,1
40955,jaimison,1.0,M,M,0,1
7631,arleno,1.0,M,M,1,1
77821,thamerson,1.0,M,M,1,1
71645,rosimere,0.997111118753654,F,F,1,1
20941,edelicio,1.0,M,M,0,1
49267,kerine,1.0,F,F,0,1
40862,jaice,0.9166666666666666,F,F,0,1
64481,oda,1.0,F,F,1,1
30962,genialda,1.0,F,F,1,1
18044,deuzira,1.0,F,F,0,1
52828,lidyane,1.0,F,F,1,1
50447,laidi,1.0,F,F,1,1
95819,divison,1.0,M,M,1,1
48982,kelion,1.0,M,M,0,1
55264,luvania,1.0,F,F,1,1
72152,rubenilson,1.0,M,M,0,1
74152,shirlena,1.0,F,F,1,1
86410,elibete,1.0,F,F,0,1
11865,cibelio,1.0,M,M,0,1
95023,priscili,1.0,F,F,1,1
11360,cemildo,1.0,M,M,1,1
6633,antemar,1.0,M,M,1,1
66339,ozarias,1.0,M,M,0,1
61506,narlia,1.0,F,F,1,1
87641,lentino,1.0,M,M,1,1
72929,samita,1.0,F,F,0,1
2162,agilsa,1.0,F,F,1,1
69272,revina,1.0,F,F,0,1
81808,vilmarise,1.0,F,F,1,1
18294,dhekson,1.0,M,M,1,1
74938,sindoval,1.0,M,M,1,1
87174,kevillen,1.0,F,F,0,1
59378,metusalem,1.0,M,M,1,1
17754,detimar,1.0,M,M,1,1
61466,narelle,1.0,F,F,1,1
34350,gricelio,1.0,M,M,0,1
57583,maristenia,1.0,F,F,0,1
71091,rosalir,1.0,F,F,1,1
47558,juselito,1.0,M,M,1,1
11367,cendi,1.0,F,F,1,1
40693,jademilson,1.0,M,M,0,1
65878,osemar,0.9147286821705426,M,M,1,1
85998,ranaele,1.0,F,F,0,1
3992,alexandrina,0.9919231162457828,F,F,1,1
52067,leonardi,1.0,M,M,1,1
100071,adalsisa,1.0,F,F,1,1
68506,raynei,1.0,M,M,1,1
79927,valdileide,1.0,F,F,0,1
92228,adhmar,1.0,M,M,1,1
54009,lorines,1.0,F,F,0,1
26481,ermis,1.0,M,M,0,1
79916,valdijane,1.0,F,F,1,1
43678,jilson,1.0,M,M,1,1
11721,chiang,0.559322033898305,M,M,1,1
57779,marlenes,1.0,F,F,0,1
90755,uelinto,1.0,M,M,1,1
94666,udsson,1.0,M,M,1,1
58896,meikson,1.0,M,M,1,1
1351,adilena,1.0,F,F,1,1
94329,aloilton,1.0,M,M,1,1
46923,judenor,1.0,M,M,1,1
62985,neusimar,0.790356394129979,F,F,1,1
86198,istephany,1.0,F,F,1,1
66702,paulimar,1.0,M,M,0,1
13329,cleilto,1.0,M,M,1,1
12089,cimeia,1.0,F,F,1,1
64521,odalene,1.0,F,F,1,1
2497,aira,0.9431673052362708,F,F,1,1
17183,demir,0.9568411386593204,M,M,0,1
41193,jamaria,1.0,F,F,0,1
65863,oseas,0.9894842263395092,M,M,1,1
97827,kaelane,1.0,F,F,1,1
66998,pitagora,1.0,M,F,1,1
56103,maiquely,1.0,F,F,1,1
83733,weudes,1.0,M,M,1,1
3046,alceo,1.0,M,M,1,1
43123,jesonilda,1.0,F,F,1,1
84241,wilse,0.863013698630137,F,M,1,1
47528,juscileni,1.0,F,F,0,1
82848,wandyr,1.0,M,M,1,1
15652,danielton,1.0,M,M,0,1
48427,katharyne,1.0,F,F,1,1
52561,liacy,1.0,F,F,1,1
68552,realdino,1.0,M,M,1,1
76020,sullivam,1.0,M,M,1,1
74899,sinair,0.5625,M,F,1,1
85651,zinar,1.0,F,F,1,1
25,abdenor,1.0,M,M,1,1
32782,gilvia,1.0,F,F,1,1
33262,gizabel,1.0,F,F,1,1
80250,valmeir,1.0,M,M,0,1
83468,wendril,1.0,M,M,1,1
17266,deniele,1.0,F,F,0,1
11454,cesarino,1.0,M,M,1,1
53945,loreno,0.9792438843587844,M,M,1,1
90921,niclas,1.0,M,M,1,1
33969,godofredo,1.0,M,M,1,1
94316,gerfersom,1.0,M,M,0,1
8475,audileia,1.0,F,F,1,1
55786,maelton,1.0,M,M,1,1
36176,higson,1.0,M,M,1,1
65040,olices,1.0,M,M,0,1
34461,guilemar,1.0,M,M,1,1
473,adalcy,0.6632653061224489,F,F,1,1
43742,jiro,1.0,M,M,1,1
66146,otaciane,1.0,F,F,1,1
96738,eldiene,1.0,F,F,0,1
5412,anaclesia,1.0,F,F,1,1
60376,monel,1.0,M,M,1,1
22017,edlamar,0.9622926093514328,F,M,1,1
91028,rinivaldo,1.0,M,M,1,1
41693,janiltom,1.0,M,M,1,1
1147,aderlandio,1.0,M,M,1,1
4024,alexissandra,1.0,F,F,1,1
84366,wislon,1.0,M,M,1,1
56058,maillon,1.0,M,M,1,1
74854,simione,0.7218543046357616,M,F,0,1
100477,helsom,1.0,M,M,1,1
97132,guiovanna,1.0,F,F,0,1
69369,rhayani,1.0,F,F,1,1
64681,odevar,1.0,M,M,0,1
97325,ovildo,1.0,M,M,1,1
70595,romell,1.0,M,M,1,1
50025,kleidison,1.0,M,M,1,1
48378,kassila,1.0,F,F,1,1
32902,giorgina,1.0,F,F,0,1
12074,cilvana,1.0,F,F,1,1
96195,vandsom,1.0,M,M,1,1
64363,obdias,1.0,M,M,1,1
25081,emelda,1.0,F,F,1,1
8764,aurislane,1.0,F,F,1,1
6003,andressa,0.9956659380417576,F,F,1,1
97244,jozefina,1.0,F,F,0,1
39376,isnalia,1.0,F,F,1,1
28641,failon,1.0,M,M,1,1
80824,vandimar,0.8,M,M,1,1
53182,lindionete,1.0,F,F,1,1
20606,dwan,1.0,M,M,1,1
38183,inedina,1.0,F,F,0,1
24105,eliselda,1.0,F,F,1,1
15720,danival,1.0,M,M,1,1
51508,leidelane,1.0,F,F,1,1
86391,ajulio,1.0,M,M,1,1
85576,zildevan,1.0,M,M,1,1
81004,vaniele,0.9845857418111752,F,F,0,1
72510,ruty,1.0,F,F,1,1
96175,jismar,1.0,M,M,1,1
63537,niliane,1.0,F,F,1,1
2981,albinei,1.0,M,M,0,1
25415,enedite,1.0,F,F,1,1
80326,valner,0.9431524547803618,M,M,1,1
16817,delciana,1.0,F,F,1,1
31251,geovan,0.973159102948967,M,M,1,0
80627,vandecia,1.0,F,F,1,1
80801,vandia,1.0,F,F,1,1
57548,marisma,1.0,F,F,0,1
45422,josanir,1.0,M,M,1,1
46934,judie,1.0,F,M,1,1
30022,frauzino,1.0,M,M,1,1
40887,jaiel,1.0,M,M,0,1
73909,shaenne,1.0,F,F,1,1
7016,arcemar,1.0,M,M,1,1
12118,cineas,1.0,M,M,1,1
36029,heugenio,1.0,M,M,1,1
18942,dimeson,1.0,M,M,1,1
5028,alzito,1.0,M,M,1,1
28202,evian,1.0,F,M,1,1
92486,liselma,1.0,F,F,1,1
80900,vaneilton,1.0,M,M,1,1
35587,hemyle,1.0,F,F,1,1
97567,geanina,1.0,F,F,1,1
83919,wilciane,1.0,F,F,1,1
37479,iero,1.0,M,M,1,1
96664,salatel,1.0,M,M,1,1
55133,lurdivania,1.0,F,F,1,1
62938,neuris,0.5116279069767442,M,F,1,1
74616,silney,1.0,M,M,1,1
48419,katerini,1.0,F,F,0,1
18825,dilenia,1.0,F,F,1,1
80462,valteone,1.0,M,M,1,1
65362,oracildes,1.0,M,F,1,1
30729,gelise,1.0,F,F,0,1
53660,lizelda,1.0,F,F,1,1
31063,genisvan,1.0,M,M,0,1
51803,lendinalva,1.0,F,F,1,1
42202,jataniel,1.0,M,M,1,1
78495,tomoyuki,1.0,M,M,1,1
88187,geselle,1.0,F,F,1,1
80138,valduilson,1.0,M,M,1,1
39171,isaura,0.9972369762326304,F,F,1,1
3886,alequesandro,1.0,M,M,1,1
42050,jarleane,1.0,F,F,1,1
73632,selmir,0.5748663101604278,M,M,0,1
29405,francenira,1.0,F,F,1,1
15376,dalme,1.0,M,F,0,1
24911,elyda,1.0,F,F,1,1
54940,luiany,1.0,F,F,1,1
98449,jelsson,1.0,M,M,1,1
38529,iraelson,1.0,M,M,1,1
92842,evyle,1.0,F,F,1,1
42206,jatil,1.0,M,M,1,1
39093,isale,1.0,F,F,1,1
386,adagilda,1.0,F,F,1,1
74264,sidelcino,1.0,M,M,1,1
40502,jacilaine,1.0,F,F,0,1
24505,eller,0.8186813186813187,M,M,0,1
100276,atir,1.0,M,M,1,1
26992,estephani,1.0,F,F,1,1
85559,zildamir,1.0,F,F,1,1
45795,joseti,0.9205128205128204,F,F,1,1
26472,ermindo,1.0,M,M,1,1
95228,anakeli,1.0,F,F,1,1
31430,gereni,1.0,F,F,1,1
7771,arnanda,1.0,F,F,1,1
51816,leni,0.9745755589174652,F,F,1,1
14213,clonice,1.0,F,F,0,1
77694,thainah,1.0,F,F,0,1
27268,eude,0.8025751072961373,M,F,1,1
51898,lenizia,1.0,F,F,1,1
88128,adoel,1.0,M,M,1,1
44921,jonadabi,1.0,M,M,1,1
96558,kalbi,1.0,M,M,0,1
22248,ednezio,1.0,M,M,1,1
91507,iloci,1.0,F,F,1,1
8688,aurides,0.5620253164556962,F,F,1,1
52105,leoneli,1.0,F,F,1,1
54964,luiggy,1.0,M,M,1,1
44033,joarlem,1.0,M,M,1,1
28636,faical,1.0,M,M,1,1
18079,devan,1.0,M,M,1,1
56127,mairine,1.0,F,F,0,1
64448,ocinei,1.0,M,M,0,1
6430,anika,1.0,F,F,1,1
13771,cleton,1.0,M,M,1,1
65811,osael,1.0,M,M,1,1
830,adelicia,1.0,F,F,1,1
23536,elicacia,1.0,F,F,0,1
34052,gracenildo,1.0,M,M,1,1
60400,monielly,1.0,F,F,1,1
41838,jaque,0.5009746588693957,M,M,0,1
55553,mabi,1.0,F,F,1,1
23456,eliamara,1.0,F,F,1,1
24086,elisar,1.0,M,M,1,1
56102,maiquelle,1.0,F,F,1,1
52452,leuson,1.0,M,M,1,1
2934,alberlania,1.0,F,F,0,1
54235,louzinete,1.0,F,F,1,1
75867,suemi,1.0,F,F,0,1
48778,keci,0.6542056074766355,M,F,1,1
94485,dalisa,1.0,F,F,1,1
80563,valzenir,0.6307692307692307,M,F,0,1
89662,nicilly,1.0,F,F,0,1
98953,izaniel,1.0,M,M,1,1
42297,jazia,1.0,F,F,0,1
15518,damasceno,1.0,M,M,1,1
6350,angra,1.0,F,F,1,1
86771,jalisom,1.0,M,M,0,1
58931,meirenice,1.0,F,F,0,1
89779,teresiha,1.0,F,F,1,1
34813,hane,1.0,F,F,1,1
66438,ozinei,0.8406593406593407,M,M,0,1
79264,uvanderson,1.0,M,M,1,1
77067,tascio,1.0,M,M,1,1
48799,kedyma,1.0,F,F,1,1
9017,aycha,1.0,F,F,1,1
32088,giane,0.9826613458098252,F,F,1,1
39062,isaete,1.0,F,F,1,1
44585,joenny,1.0,F,F,1,1
474,adaldo,1.0,M,M,1,1
72539,ryara,1.0,F,F,1,1
59349,mersia,1.0,F,F,1,1
96789,klelvin,1.0,M,M,1,1
46809,jucileni,1.0,F,F,0,1
15476,dalvison,1.0,M,M,1,1
26965,estelen,1.0,F,F,1,1
34892,harlley,1.0,M,M,1,1
15187,daislan,1.0,M,M,1,1
69447,riano,1.0,M,M,1,1
14082,cliff,1.0,M,M,0,1
87231,zamiro,1.0,M,M,1,1
2909,alberdam,1.0,M,M,1,1
63327,niedi,1.0,F,F,1,1
52607,liberacy,1.0,F,F,0,1
98217,venezia,1.0,F,F,1,1
55044,luizita,1.0,F,F,0,1
8702,aurila,1.0,F,F,1,1
33000,gisah,1.0,F,F,1,1
74429,sieli,1.0,F,F,0,1
17764,deuci,0.5712401055408971,F,F,1,1
62050,nazildes,1.0,F,F,1,1
86516,marylucy,1.0,F,F,1,1
26509,ernandia,1.0,F,F,1,1
92337,lorise,1.0,F,F,1,1
32440,gilderlaine,1.0,F,F,0,1
38955,iroina,1.0,F,F,0,1
77751,thale,1.0,M,F,1,1
54533,lucikely,1.0,F,F,1,1
87494,evilei,1.0,F,M,1,1
17032,delsimar,0.6649006622516557,M,M,1,1
20388,ducelino,1.0,M,M,0,1
46113,josmario,1.0,M,M,1,1
66802,percilio,1.0,M,M,1,1
40038,iviny,1.0,F,F,1,1
47697,jutair,1.0,M,M,1,1
77797,thalmo,1.0,M,M,1,1
17561,derco,1.0,M,M,1,1
65167,oma,1.0,M,F,1,1
42421,jecivaldo,1.0,M,M,1,1
60472,morel,1.0,M,M,1,1
59984,mirgon,1.0,M,M,1,1
89901,eneilza,1.0,F,F,1,1
6243,anessa,1.0,F,F,1,1
37654,ildaci,0.9553398058252428,F,F,1,1
97895,leiuda,1.0,F,F,1,1
10937,caster,1.0,M,M,0,1
64071,noil,1.0,M,M,1,1
41025,jaislane,1.0,F,F,1,1
91819,luyze,1.0,F,F,1,1
16438,dedival,1.0,M,M,1,1
46929,judicael,1.0,M,M,1,1
36305,hillary,0.9834737524303304,F,F,1,1
100524,lizabeti,1.0,F,F,1,1
37330,idia,1.0,F,F,1,1
709,adeilso,1.0,M,M,1,1
21564,edimary,1.0,F,F,1,1
24679,elomir,1.0,M,M,0,1
95275,viror,1.0,M,M,1,1
11309,celmar,0.8497652582159625,M,M,0,1
3330,aldeilda,1.0,F,F,1,1
9488,benevalda,1.0,F,F,1,1
93637,akiza,1.0,F,F,1,1
12091,cimere,1.0,F,F,0,1
81897,vinny,1.0,M,F,1,1
68163,rannah,1.0,F,F,0,1
10303,caleb,0.9868181818181818,M,M,0,1
67625,raidison,1.0,M,M,1,1
54121,louis,0.8197879858657244,M,M,0,1
98597,almide,1.0,F,F,1,1
97706,elidnalva,1.0,F,F,1,1
60509,mosael,1.0,M,M,1,1
59666,milade,1.0,F,F,1,1
83477,wene,0.519434628975265,M,F,1,1
98267,guiovana,1.0,F,F,1,1
100425,erozina,1.0,F,F,0,1
64091,nola,1.0,F,F,1,1
27547,eunisse,1.0,F,F,1,1
57608,maritonia,1.0,F,F,1,1
96805,gilerme,1.0,M,M,0,1
17482,deoni,0.6029411764705882,M,M,1,1
46649,jucarla,1.0,F,F,1,1
26092,erika,0.9959155888359428,F,F,1,1
2202,agles,0.6388888888888888,M,M,1,1
36898,iara,0.9967379944472008,F,F,1,1
10966,catherine,1.0,F,F,0,1
1695,adolph,1.0,M,M,1,1
52058,leonam,0.985633978763273,M,M,1,1
27859,evaldeci,1.0,M,M,1,1
2216,agmaria,1.0,F,F,1,1
93638,glesy,1.0,F,F,1,1
73536,seizo,1.0,M,M,1,1
84954,yslane,1.0,F,F,1,1
21764,edionete,1.0,F,F,1,1
27005,esterfany,1.0,F,F,0,1
82393,walderly,1.0,M,M,1,1
70673,romiudo,1.0,M,M,1,1
35269,heleodoro,1.0,M,M,1,1
4911,alvize,1.0,M,F,1,0
58823,mazart,1.0,M,F,1,1
67414,quivia,1.0,F,F,1,1
67133,prentice,1.0,M,F,0,1
95103,emiley,1.0,F,F,1,1
84891,yoseph,1.0,M,M,1,1
5379,anabelly,1.0,F,F,1,1
8002,arzemiro,1.0,M,M,1,1
15647,danielly,0.996403375293955,F,F,0,1
